AREA,PERIMETER,ECO_US_,ECO_US_ID,ECOCODE,DOMAIN,DIVISION,PROVINCE,SECTION
375009.5,3112.368,2842,1203,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
1276529.6,4888.117,2843,1204,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
314810.15,2262.163,2844,1205,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
786355.06,3740.322,2845,1209,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
4756268.5,14412.954,2846,1210,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
4511952,9596.813,2847,1211,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
937236.37,4550.846,2848,1212,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
907837.5,4018.848,2849,1213,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
1236555.2,4793.065,2850,1215,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
1523948.3,6042.226,2851,1216,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
766780.43,3845.733,2852,1219,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
96073672,68082.727,2853,1220,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
307748.9,2152.671,2854,1225,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
85455528,50189.645,2855,27,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
339174.81,2361.073,2856,1229,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
73111480,39889.16,2857,1230,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
550907.37,3120.808,2858,1231,M245C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Southern Alexander Archipelago Section
174000000,776822.87,2859,137,-212B,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Maine & New Brunswick Foothills & Central Lowlands Section
118000000,1425244.8,2860,139,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
285712352,114777.53,2861,138,-212C,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Fundy Coastal & Interior Section
8959204,14852.16,2862,1476,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
18639754,20885.301,2863,139,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
1515813.6,5298.615,2864,1488,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
2329373.7,7024.834,2865,1493,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
32489378,48898.137,2866,139,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
2634659,6707.221,2867,1505,-212C,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Fundy Coastal & Interior Section
8984010,12934.903,2868,1506,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
1465584.6,4385.885,2869,1507,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
72489560,67884.25,2870,1512,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
1623634.8,5031.464,2871,1513,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
991071.75,3977.001,2872,1514,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
29374362,34898.316,2873,139,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
794440.37,3439.309,2874,1515,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
2097606.2,6492.94,2875,1517,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
616614.06,3174.778,2876,1518,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
4339669,10846.782,2877,1519,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
1165398.2,4493.979,2878,1520,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
2758300,6952.063,2879,1522,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
1945811.7,5613.404,2880,1523,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
1353103.7,4440.068,2881,1524,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
1720084.7,5301.409,2882,1525,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
3599807.5,9302.654,2883,1527,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
1944335.6,6651.773,2884,1528,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
4692436.5,9566.363,2885,1532,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
704296.62,3316.748,2886,1533,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
1714451.8,6691.986,2887,1535,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
516668.25,2677.141,2888,1536,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
442132.68,2548.441,2889,1539,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
1416300.1,5580.898,2890,1540,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
937446,3974.405,2891,1541,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
30161894,46245.402,2892,139,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
564172.5,2937.359,2893,1543,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
1635189.5,5435.729,2894,1544,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
705580,3218.867,2895,1546,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
757265.87,3568.15,2896,1547,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
28660374,29207.719,2897,1548,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
1044502.6,4467.777,2898,1549,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
2405901.2,7304.546,2899,1550,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
7910369.5,13108.13,2900,1551,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
46192628,49937.836,2901,139,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
948884.93,4481.227,2902,1552,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
1200539.7,4886.774,2903,1555,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
728069.5,3253.587,2904,1556,-212D,HUMID TEMPERATE DOMAIN,Warm Continental Division,Laurentian Mixed Forest Province,Central Maine Coastal & Interior Section
464000000,2883238.7,2905,140,-221A,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Oceanic) Province,Lower New England Section
206000000,857598.81,2906,151,-221D,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Oceanic) Province,Northern Appalacian Piedmont Section
139000000,989694.93,2907,133,-221C,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Oceanic) Province,Upper Atlantic Coastal Plain Section
456382.87,2807.109,2908,1826,-221C,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Oceanic) Province,Upper Atlantic Coastal Plain Section
519535.96,3060.833,2909,1828,-221C,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Oceanic) Province,Upper Atlantic Coastal Plain Section
1290142.2,4783.92,2910,1832,-221C,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Oceanic) Province,Upper Atlantic Coastal Plain Section
28033300,65337.598,2911,133,-221C,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Oceanic) Province,Upper Atlantic Coastal Plain Section
652225.68,3219.884,2912,1833,-221C,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Oceanic) Province,Upper Atlantic Coastal Plain Section
459007.5,2518.822,2913,1834,-221C,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Oceanic) Province,Upper Atlantic Coastal Plain Section
1204040.3,4482.706,2914,1835,-221C,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Oceanic) Province,Upper Atlantic Coastal Plain Section
547011.93,2942.585,2915,1836,-221C,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Oceanic) Province,Upper Atlantic Coastal Plain Section
433028.56,2470.626,2916,1837,-221C,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Oceanic) Province,Upper Atlantic Coastal Plain Section
610760.18,2878.724,2917,1838,-221C,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Oceanic) Province,Upper Atlantic Coastal Plain Section
557016.68,2810.499,2918,1839,-221C,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Oceanic) Province,Upper Atlantic Coastal Plain Section
826248.12,3519.422,2919,1840,-221C,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Oceanic) Province,Upper Atlantic Coastal Plain Section
300265.43,2019.726,2920,1841,-221C,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Oceanic) Province,Upper Atlantic Coastal Plain Section
44930228,41046.508,2921,133,-221C,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Oceanic) Province,Upper Atlantic Coastal Plain Section
4434787.5,9581.354,2922,1842,-221C,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Oceanic) Province,Upper Atlantic Coastal Plain Section
902311.75,3768.239,2923,1843,-221C,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Oceanic) Province,Upper Atlantic Coastal Plain Section
1533072.2,5251.818,2924,1844,-221C,HUMID TEMPERATE DOMAIN,Hot Continental Division,Eastern Broadleaf Forest (Oceanic) Province,Upper Atlantic Coastal Plain Section
189000000,3992019.2,2925,134,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
264000000,3212017.5,2926,134,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
1852036.2,6320.754,2927,1944,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
6606166.5,15510.237,2928,1945,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
582816.5,3904.207,2929,1946,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
2916371.5,7966.391,2930,1948,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
949275.75,3868.454,2931,1952,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
816945.68,4083.642,2932,1953,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
462953.93,2530.479,2933,1955,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
561354.37,2811.789,2934,1956,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
1469368.8,6827.07,2935,1957,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
344368.18,2350.264,2936,1958,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
234544.5,1944.847,2937,1959,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
239866.78,1836.091,2938,1960,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
267010.87,2346.277,2939,1961,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
284043,2006.163,2940,1962,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
314585.43,2193.47,2941,1963,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
452830.81,2740.992,2942,1964,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
2473054.7,7585.66,2943,1966,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
295355.09,2064.23,2944,1967,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
515169.06,2743.924,2945,1968,-232A,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Middle Atlantic Coastal Plain Section
227000000,4850357.5,2946,99,-232B,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Coastal Plains and Flatwoods Lower Section
112000000,1660462.8,2947,158,-232G,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Florida Coastal Lowlands (Eastern) Section
353000000,3436492.2,2948,96,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section
653459.43,3422.778,2949,2217,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section
3501895.2,10094.764,2950,2219,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section
1148592.1,4567.37,2951,2222,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section
947350.31,3684.373,2952,2224,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section
503970.96,2655.374,2953,2226,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section
18815308,39648.258,2954,96,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section
19865330,41653.328,2955,2229,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section
866718.25,3567.385,2956,2230,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section
1029430.3,4124.938,2957,2234,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section
1264900.3,4415.1,2958,2239,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section
1597948.2,5584.426,2959,2246,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section
5974485,14108.561,2960,2247,-232E,HUMID TEMPERATE DOMAIN,Subtropical Division,Outer Coastal Plain Mixed Forest Province,Louisiana Coast Prairies and Marshes Section
