AREA,PERIMETER,ECO_US_,ECO_US_ID,ECOCODE,DOMAIN,DIVISION,PROVINCE,SECTION
1118871.5,5075.418,659,782,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
6589255.5,11025.342,660,784,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
1644247,7151.593,661,786,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section
2231411.7,8829.295,662,787,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section
523391.03,2929.497,663,788,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section
7029893.5,18989.355,664,789,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
442197.68,2826.178,665,790,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
476261.28,3258.044,666,791,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
6581740,22295.279,667,792,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
127163,1456.901,668,793,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
609732.62,3631.647,669,794,M244A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Coastal Mountains Forest-Meadow Province,Chugach-St. Elias Mountains Section
305394592,165259.51,670,16,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section
717189.5,3302.049,671,795,M244A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Coastal Mountains Forest-Meadow Province,Chugach-St. Elias Mountains Section
905641.93,4261.217,672,796,M244A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Coastal Mountains Forest-Meadow Province,Chugach-St. Elias Mountains Section
498230.15,3270.81,673,797,M244A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Coastal Mountains Forest-Meadow Province,Chugach-St. Elias Mountains Section
564377.62,3361.021,674,798,M244A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Coastal Mountains Forest-Meadow Province,Chugach-St. Elias Mountains Section
558233.62,3208.579,675,799,M244A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Coastal Mountains Forest-Meadow Province,Chugach-St. Elias Mountains Section
174226704,109038.88,676,16,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section
25843164,29091.307,677,800,M244A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Coastal Mountains Forest-Meadow Province,Chugach-St. Elias Mountains Section
187221.93,1739.041,678,801,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
6024926.5,15121.729,679,802,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
236310.87,1817.874,680,803,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section
289940.93,2218.867,681,804,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
20356784,23992.41,682,805,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
11708969,21128.295,683,806,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
142640.15,1630.814,684,807,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
4980849.5,12613.854,685,808,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
354276.53,2405.831,686,809,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
6003092,17820.629,687,810,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
19066632,20629.994,688,811,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section
930906.37,4347.883,689,812,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section
276000000,495439.62,690,24,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
3540472,7674.256,691,813,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
4926690.5,12883.822,692,814,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
169301184,67723.938,693,16,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section
4856437.5,10382.634,694,815,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
8181006.5,11717.735,695,816,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section
179640.56,1863.767,696,817,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section
120119200,51661.422,697,818,M127A,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,Alaska Peninsula Section
535510.75,3164.14,698,819,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section
1245365.2,5131.875,699,820,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section
3649202.5,11213.67,700,821,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
703649.75,3523.252,701,822,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section
5715965,10541.783,702,823,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
4958232.5,16836.711,703,824,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
67127568,45408.352,704,825,M127C,POLAR DOMAIN,Tundra Regime Mountains,Aleutian Oceanic Meadow-Heath Province,West Kodiak Island Section
3626021,13875.598,705,826,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
1490294,6271.664,706,827,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
9739203,19318.814,707,829,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
6448216,16634.008,708,830,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
75306816,71742.789,709,24,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
360636.53,2413.964,710,831,M244A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Coastal Mountains Forest-Meadow Province,Chugach-St. Elias Mountains Section
681936256,244580.45,711,24,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
365973.43,2726.213,712,832,M244A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Coastal Mountains Forest-Meadow Province,Chugach-St. Elias Mountains Section
318473.21,2186.754,713,833,M244A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Coastal Mountains Forest-Meadow Province,Chugach-St. Elias Mountains Section
1062389.2,3952.134,714,834,M244A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Coastal Mountains Forest-Meadow Province,Chugach-St. Elias Mountains Section
140000000,360765.25,715,24,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
11277480,13673.555,716,835,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
657529.93,3247.592,717,836,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
371055.78,2434.138,718,837,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
13589594,29568.125,719,838,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
581276.56,2893.96,720,839,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
1253457.3,5028.859,721,840,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
2689573,8386.997,722,841,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
295125.68,2091.862,723,842,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
813159,3369.677,724,843,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
1996348.3,7385.005,725,844,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
66694060,61933.004,726,845,M245A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Gulf Section
143000000,1861157.5,727,25,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Coastal Mountains Forest-Meadow Province,Lynn Canal Section
10644568,14896.376,728,846,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
1345816.8,4314.942,729,848,M244A,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Coastal Mountains Forest-Meadow Province,Chugach-St. Elias Mountains Section
179000000,1425075.6,730,28,M244C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Coastal Mountains Forest-Meadow Province,Boundary Range Section
2320880.5,6107.832,731,849,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
544249.87,3185.657,732,850,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
3180189.5,8262.948,733,851,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
1728646.1,5922.442,734,852,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
7291042.5,11395.798,735,853,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
896076.43,4113.509,736,854,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
19804624,29721.639,737,855,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
517282.25,3310.297,738,856,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
943157.37,4654.195,739,857,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
1481165.6,6425.441,740,858,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
603250.62,3115.592,741,859,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
6341469.5,12088.335,742,860,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
1423264.5,5376.14,743,861,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
306720.71,2239.332,744,862,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
533899.5,2953.309,745,863,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
332285.12,2440.312,746,864,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
11371451,14902.749,747,865,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
373631584,178830.84,748,866,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
960178.18,4682.234,749,867,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
2094868.7,7988.833,750,868,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
1799563,6414.556,751,869,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
1048593.1,4179.795,752,870,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
744363.75,4337.957,753,871,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
422061.96,2529.226,754,872,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
1066246.8,6084.815,755,873,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
423306.31,2905.743,756,874,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
2224280.7,6085.279,757,875,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
1266715.6,5021.65,758,876,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
437424.5,2727.702,759,877,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
912798.87,4164.445,760,878,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
6238487.5,11115.439,761,879,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
2066803.3,7559.53,762,880,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
485077.34,2900.867,763,881,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
1816620,7887.165,764,882,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
410799.93,2888.927,765,883,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
329876,2229.498,766,884,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
205304.96,1858.741,767,885,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
2558483.2,6819.126,768,886,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
360676,2898.926,769,887,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
13303725,23006.246,770,888,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
804551.56,4692.865,771,889,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
762914.87,3558.134,772,890,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
27188608,24280.873,773,891,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
528000000,1221205,774,892,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
1054401.6,4587.134,775,893,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
49099080,28545.301,776,894,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
2161498.7,7509.105,777,895,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
1712317.8,5835.257,778,896,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
265653.53,2320.252,779,897,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
10181070,17605.021,780,898,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
211890752,101257.1,781,899,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
1433865.6,5824.697,782,900,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
273543.78,2038.223,783,901,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
21061976,31381.637,784,902,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
913876.31,3758.302,785,903,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
494560.71,3021.651,786,904,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
617471.12,3347.307,787,905,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
431000000,1028975.1,788,26,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
245224.93,1912.535,789,906,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
503129.59,2843.065,790,907,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
368352.87,2284.962,791,908,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
875285.31,4015.953,792,909,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
256604.26,2188.204,793,910,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
698344,3677.365,794,911,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
790672.31,4015.49,795,912,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
5384870.5,15896.604,796,913,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
1286195,5253.905,797,914,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
442952.21,3049.918,798,915,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
869053.43,4862.018,799,916,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
98484624,42129.02,800,917,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
523850.75,2953.916,801,918,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
578896.93,3313.706,802,919,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
105446256,52614.211,803,920,M244C,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Boundary Range Section
523733.96,3195.3,804,921,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
740657.25,3972.759,805,922,M244B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Lynn Canal Section
299084.4,2371.312,806,923,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
208061.46,1762.778,807,924,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
8926861,14654.568,808,925,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
320152.12,2099.893,809,926,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
6910062,12647.741,810,927,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
25802182,28559.338,811,928,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
237347.98,1892.695,812,929,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
420769.06,2602.156,813,930,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
1467259.5,5407.222,814,931,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
676749.5,4019.147,815,932,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
418349.87,2445.015,816,933,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
474800.5,2774.194,817,934,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
417196.25,2782.328,818,935,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
421144.21,2777.643,819,936,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
20551538,23680.225,820,937,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
175588160,75861.227,821,938,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
427197.68,2627.951,822,939,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
4222458,8497.769,823,940,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
2216649.7,9240.641,824,941,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
337875.43,2460.713,825,942,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
19719602,23306.367,826,943,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
4780180.5,9460.635,827,944,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
287466048,125281.47,828,26,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
114492.22,1631.42,829,945,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
1097533.1,6674.973,830,946,M245B,HUMID TEMPERATE DOMAIN,Marine Regime Mountains,Pacific Gulf Coastal Forest-Meadow Province,Northern Alexander Archipelago Section
