SAMPLE,OTU,ABUNDANCE
NTP27,3014-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,2
NTP33,3014-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP38,3014-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP6,3014-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP2,3156-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP21,3156-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP16,3162-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP25,3162-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP27,3162-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP32,3162-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP4,3176-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP8,3176-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP14,3188-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP23,3188-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,5
NTP34,3188-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP38,3188-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP7,3188-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,2
NTP13,3224-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP18,3224-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP25,3224-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP26,3224-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP29,3224-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP3,3224-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP8,3224-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP21,3278-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP34,3278-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP38,3278-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,2
NTP7,3278-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP9,3278-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP1,3301-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP16,3301-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,4
NTP23,3301-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP27,3301-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP34,3301-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP16,3339-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP18,3339-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,3
NTP23,3339-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP23,3472-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP25,3472-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP16,4389-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP18,4389-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP21,4389-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP27,4389-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP29,4389-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,3
NTP18,5936-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP9,6006-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP21,6026-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP22,6026-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP23,6026-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP27,6026-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP38,6026-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP16,6326-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP28,6418-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP2,6465-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP22,6497-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP38,6497-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP6,6497-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP11,6526-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP24,6526-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP32,6526-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP8,6526-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP25,6536-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP23,6648-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP10,8063-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP14,8092-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP13,8416-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP36,8416-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP26,8515-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP34,8627-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP38,8659-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP39,8696-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP6,8736-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP8,9382-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP25,9507-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP16,10278-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,2
NTP24,10278-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP33,10278-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP12,10757-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP4,10757-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,3
NTP12,10854-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP39,11213-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP22,11328-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP5,11328-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP7,11335-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,2
NTP4,11341-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP14,11733-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP8,11842-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP18,11865-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP8,11865-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP12,11960-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP34,12068-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP38,12098-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP26,12140-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP6,12140-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP22,12236-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP29,12569-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP6,12569-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,2
NTP10,12929-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP11,12929-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP26,12929-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP32,13278-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP39,13296-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP23,13617-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP34,13640-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP39,14096-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobia subdivision 3,1
NTP39,14097-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__,1
NTP14,6509-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,1
NTP36,6509-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,2
NTP11,8395-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,1
NTP14,12878-Root; k__Bacteria; p__Verrucomicrobia,1
NTP13,14049-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,1
NTP36,11703-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,1
NTP23,7815-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,1
NTP24,7815-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,1
NTP39,7815-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,1
NTP27,11260-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,1
NTP10,11951-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,3
NTP11,11951-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,1
NTP14,11951-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,1
NTP16,11951-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,1
NTP24,11951-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,3
NTP27,11951-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,5
NTP28,11951-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,1
NTP34,11951-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,3
NTP38,11951-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,2
NTP6,11951-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,2
NTP11,12526-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,1
NTP16,12526-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,1
NTP18,12526-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,3
NTP23,12526-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,3
NTP24,12526-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,1
NTP25,12526-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,1
NTP27,12526-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,2
NTP6,12526-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,1
NTP23,13088-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,1
NTP27,13271-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,3
NTP34,13271-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,1
NTP38,13271-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,1
NTP7,14717-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,1
NTP11,12700-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,2
NTP24,12700-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,1
NTP38,12700-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,1
NTP24,14070-Root; k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Verrucomicrobiaceae,1
NTP18,8455-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,1
NTP22,10297-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,1
NTP38,10297-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,1
NTP6,11582-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,1
NTP10,12928-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,1
NTP39,14099-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,1
NTP27,14314-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,1
NTP23,14238-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,1
NTP1,1-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,32
NTP10,1-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,120
NTP11,1-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,152
NTP12,1-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,162
NTP13,1-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,194
NTP14,1-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,95
NTP16,1-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,248
NTP18,1-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,193
NTP2,1-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,48
NTP21,1-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,265
NTP22,1-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,165
NTP23,1-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,25
NTP24,1-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,190
NTP25,1-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,146
NTP26,1-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,132
NTP27,1-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,15
NTP28,1-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,289
NTP29,1-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,148
NTP3,1-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,145
NTP32,1-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,172
NTP33,1-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,59
NTP36,1-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,60
NTP38,1-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,17
NTP39,1-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,70
NTP4,1-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,101
NTP5,1-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,179
NTP6,1-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,156
NTP7,1-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,145
NTP8,1-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,237
NTP9,1-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,163
NTP1,2-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,25
NTP10,2-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,127
NTP11,2-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,127
NTP12,2-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,77
NTP13,2-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,131
NTP14,2-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,92
NTP16,2-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,101
NTP18,2-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,76
NTP2,2-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,23
NTP21,2-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,155
NTP22,2-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,64
NTP23,2-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,6
NTP24,2-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,168
NTP25,2-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,62
NTP26,2-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,74
NTP27,2-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,5
NTP28,2-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,185
NTP29,2-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,50
NTP3,2-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,180
NTP32,2-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,141
NTP33,2-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,40
NTP34,2-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,2
NTP36,2-Root; k__Bacteria; p__Verrucomicrobia; c__Spartobacteria; o__Spartobacteriales; f__Spartobacteriaceae,7
